interaction_id,agent_id,query,retrieved_sources,retrieved_content,source_last_validated,current_schema_version,agent_schema_version,output_claims,source_classification,agent_access_level,lineage_documented,output_matches_source,policy_masking_required,policy_masking_applied
INT-0010,agent-02,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-05-31 10:23:15,v4,v2,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.68,False,False
INT-0011,agent-03,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-01 16:22:41,v4,v2,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.79,False,False
INT-0012,agent-01,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-02 16:34:29,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.66,False,False
INT-0013,agent-02,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-01 22:41:23,v4,v2,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.75,False,False
INT-0014,agent-03,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-05-29 21:51:57,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.69,True,True
INT-0015,agent-01,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-05 10:09:32,v4,v2,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.68,False,False
INT-0016,agent-02,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-05-30 08:58:03,v4,v2,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.71,False,False
INT-0017,agent-03,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-02 11:45:11,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.87,False,False
INT-0018,agent-01,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-05 09:25:02,v4,v2,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.8,False,False
INT-0019,agent-02,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-05-23 13:09:24,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.7,False,False
INT-0020,agent-03,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-08 08:36:45,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.67,False,False
INT-0021,agent-01,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-02 11:45:29,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.72,True,True
INT-0022,agent-02,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-05-28 08:39:40,v4,v2,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.76,False,False
INT-0023,agent-03,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-05-24 00:31:21,v4,v2,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.81,False,False
INT-0024,agent-01,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-05-23 19:50:20,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.79,False,False
INT-0025,agent-02,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-05-24 07:57:45,v4,v2,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.67,False,False
INT-0026,agent-03,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-05 08:20:46,v4,v2,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.79,False,False
INT-0027,agent-01,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-09 00:18:36,v4,v2,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.82,False,False
INT-0028,agent-02,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-01 11:46:24,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.67,False,False
INT-0029,agent-03,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-02 20:37:34,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.71,True,True
INT-0030,agent-01,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-05-23 06:16:57,v4,v2,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.79,True,True
INT-0031,agent-02,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-05-22 12:12:18,v4,v2,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.72,False,False
INT-0032,agent-03,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-05-27 08:59:27,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.81,True,True
INT-0033,agent-01,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-07 20:53:06,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.81,False,False
INT-0034,agent-02,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-09 16:12:13,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.73,False,False
INT-0035,agent-03,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-05-25 08:17:17,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.82,False,False
INT-0036,agent-01,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-05-23 14:18:25,v4,v2,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.79,False,False
INT-0037,agent-02,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-05 05:01:54,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.89,False,False
INT-0038,agent-03,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-01 04:59:37,v4,v2,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.81,False,False
INT-0039,agent-01,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-03 05:38:28,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.74,False,False
INT-0040,agent-02,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-05-29 23:48:13,v4,v2,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.7,False,False
INT-0041,agent-03,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-05-23 22:43:01,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.82,False,False
INT-0042,agent-01,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-05-23 00:53:22,v4,v2,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.71,True,True
INT-0043,agent-02,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-05-31 11:35:50,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.67,False,False
INT-0044,agent-03,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-05-24 05:47:37,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.68,False,False
INT-0045,agent-01,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-01 12:46:47,v4,v2,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.78,False,False
INT-0046,agent-02,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-05-25 19:19:57,v4,v2,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.71,False,False
INT-0047,agent-03,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-03 19:52:43,v4,v2,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.78,False,False
INT-0048,agent-01,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-05-25 05:16:01,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.85,False,False
INT-0049,agent-02,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-05-23 19:33:38,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.86,False,False
INT-0050,agent-03,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-05 12:41:35,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.9,False,False
INT-0051,agent-01,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-08 12:40:27,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.74,False,False
INT-0052,agent-02,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-05-31 15:09:12,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.73,False,False
INT-0053,agent-03,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-05-28 13:12:02,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.71,False,False
INT-0054,agent-01,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-10 15:02:57,v4,v2,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.83,False,False
INT-0055,agent-02,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-03 18:40:55,v4,v2,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.86,False,False
INT-0056,agent-03,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-01 14:14:32,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.78,False,False
INT-0057,agent-01,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-05-25 02:32:37,v4,v2,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.76,False,False
INT-0058,agent-02,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-02 08:40:28,v4,v2,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.75,False,False
INT-0059,agent-03,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-08 09:54:23,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.89,False,False
INT-0060,agent-01,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-05-28 15:30:06,v4,v2,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.86,False,False
INT-0061,agent-02,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-05-25 07:30:56,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.73,False,False
INT-0062,agent-03,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-05-27 07:29:13,v4,v2,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.66,False,False
INT-0063,agent-01,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-05-29 21:02:33,v4,v2,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.9,True,True
INT-0064,agent-02,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-02 19:41:37,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.81,False,False
INT-0065,agent-03,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-02 15:02:03,v4,v2,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.88,False,False
INT-0066,agent-01,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-05-26 13:51:04,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.74,True,True
INT-0067,agent-02,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-05-31 21:02:24,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.85,True,True
INT-0068,agent-03,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-09 22:05:42,v4,v2,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.8,False,False
INT-0069,agent-01,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-05-24 05:50:31,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.77,False,False
INT-0070,agent-02,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-06 09:26:35,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.85,False,False
INT-0071,agent-03,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-05-28 22:44:48,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.76,False,False
INT-0072,agent-01,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-05-30 17:57:56,v4,v2,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.76,False,False
INT-0073,agent-02,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-05-25 14:15:14,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.75,False,False
INT-0074,agent-03,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-06 18:08:28,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.79,False,False
INT-0075,agent-01,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-05 14:17:21,v4,v2,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.81,False,False
INT-0076,agent-02,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-05-31 04:21:14,v4,v2,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.84,False,False
INT-0077,agent-03,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-05-30 08:55:29,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.88,True,True
INT-0078,agent-01,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-05-26 12:32:49,v4,v2,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.74,False,False
INT-0079,agent-02,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-05-30 01:58:20,v4,v2,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.83,False,False
INT-0080,agent-03,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-05-25 17:35:53,v4,v2,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.88,False,False
INT-0081,agent-01,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-05 07:42:43,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.79,False,False
INT-0082,agent-02,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-09 16:44:09,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.84,False,False
INT-0083,agent-03,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-08 20:33:47,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.89,False,False
INT-0084,agent-01,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-05-24 05:31:34,v4,v2,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.71,False,False
INT-0085,agent-02,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-01 20:42:46,v4,v2,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.84,False,False
INT-0086,agent-03,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-09 04:43:06,v4,v2,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.69,False,False
INT-0087,agent-01,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-05-25 07:07:57,v4,v2,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.89,False,False
INT-0088,agent-02,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-05-26 09:47:52,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.85,False,False
INT-0089,agent-03,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-05-31 18:26:43,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.82,True,True
INT-0090,agent-01,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-05-30 19:24:40,v4,v2,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.89,False,False
INT-0091,agent-02,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-06 19:45:55,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.87,True,True
INT-0092,agent-03,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-05-24 04:40:37,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.67,False,False
INT-0093,agent-01,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-05-24 07:29:38,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.75,False,False
INT-0094,agent-02,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-05-23 13:47:40,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.77,True,True
