interaction_id,agent_id,query,retrieved_sources,retrieved_content,source_last_validated,current_schema_version,agent_schema_version,output_claims,source_classification,agent_access_level,lineage_documented,output_matches_source,policy_masking_required,policy_masking_applied
INT-0010,agent-02,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-20 09:04:51,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.94,False,False
INT-0011,agent-03,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-20 20:52:52,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.95,False,False
INT-0012,agent-01,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-20 12:49:03,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.98,False,False
INT-0013,agent-02,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-20 09:55:34,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.89,False,False
INT-0014,agent-03,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-20 23:52:35,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.89,False,False
INT-0015,agent-01,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-21 06:12:22,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.91,False,False
INT-0016,agent-02,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-20 21:20:29,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.92,False,False
INT-0017,agent-03,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-21 00:37:46,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.99,False,False
INT-0018,agent-01,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-20 13:07:59,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.9,False,False
INT-0019,agent-02,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-21 04:06:34,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.93,False,False
INT-0020,agent-03,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-20 12:05:45,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.95,False,False
INT-0021,agent-01,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-20 05:16:48,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.97,False,False
INT-0022,agent-02,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-21 08:31:17,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.92,False,False
INT-0023,agent-03,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-21 02:30:39,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.99,False,False
INT-0024,agent-01,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-20 23:01:36,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.96,False,False
INT-0025,agent-02,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-20 02:52:16,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.94,False,False
INT-0026,agent-03,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-21 01:18:47,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.95,False,False
INT-0027,agent-01,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-20 13:57:28,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.99,False,False
INT-0028,agent-02,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-21 02:13:50,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,1.0,False,False
INT-0029,agent-03,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-21 06:32:43,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.89,False,False
INT-0030,agent-01,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-20 12:31:04,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.98,True,True
INT-0031,agent-02,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-21 07:27:55,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.93,False,False
INT-0032,agent-03,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-20 15:49:18,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,1.0,False,False
INT-0033,agent-01,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-21 09:12:51,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.97,False,False
INT-0034,agent-02,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-20 15:33:28,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.91,False,False
INT-0035,agent-03,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-21 05:51:06,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.93,False,False
INT-0036,agent-01,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-20 01:33:06,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.99,False,False
INT-0037,agent-02,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-20 16:46:49,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.9,False,False
INT-0038,agent-03,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-20 04:21:02,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.92,False,False
INT-0039,agent-01,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-20 13:08:18,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.9,False,False
INT-0040,agent-02,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-20 15:28:36,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.97,False,False
INT-0041,agent-03,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-21 09:34:50,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.92,False,False
INT-0042,agent-01,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-20 02:22:56,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.99,True,True
INT-0043,agent-02,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-20 23:16:03,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.89,False,False
INT-0044,agent-03,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-20 01:46:56,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.89,False,False
INT-0045,agent-01,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-21 07:16:28,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.97,False,False
INT-0046,agent-02,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-21 05:17:09,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.94,False,False
INT-0047,agent-03,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-21 00:41:38,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.98,False,False
INT-0048,agent-01,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-21 02:29:00,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.94,False,False
INT-0049,agent-02,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-21 02:50:28,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.92,False,False
INT-0050,agent-03,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-20 11:45:50,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.93,False,False
INT-0051,agent-01,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-21 05:32:03,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.91,False,False
INT-0052,agent-02,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-20 13:49:58,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.91,False,False
INT-0053,agent-03,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-21 07:12:52,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.96,False,False
INT-0054,agent-01,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-20 03:10:40,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.98,False,False
INT-0055,agent-02,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-21 01:36:10,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.96,True,True
INT-0056,agent-03,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-21 05:09:15,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.99,False,False
INT-0057,agent-01,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-20 17:43:05,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.97,False,False
INT-0058,agent-02,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-21 03:12:08,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.89,False,False
INT-0059,agent-03,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-20 19:22:03,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.94,False,False
INT-0060,agent-01,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-20 10:58:29,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,1.0,False,False
INT-0061,agent-02,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-20 20:04:18,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.92,True,True
INT-0062,agent-03,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-21 01:14:42,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.9,False,False
INT-0063,agent-01,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-20 19:25:29,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.91,False,False
INT-0064,agent-02,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-20 02:34:41,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.93,False,False
INT-0065,agent-03,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-20 15:06:32,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.89,False,False
INT-0066,agent-01,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-20 05:30:34,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,1.0,False,False
INT-0067,agent-02,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-20 05:05:01,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.9,False,False
INT-0068,agent-03,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-21 02:25:05,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.93,False,False
INT-0069,agent-01,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-20 20:51:59,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,1.0,True,True
INT-0070,agent-02,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-20 07:15:18,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.93,False,False
INT-0071,agent-03,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-20 01:26:02,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,1.0,False,False
INT-0072,agent-01,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-20 09:27:41,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.9,False,False
INT-0073,agent-02,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-20 01:03:04,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.95,False,False
INT-0074,agent-03,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-20 08:28:04,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.89,False,False
INT-0075,agent-01,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-20 16:42:15,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.98,False,False
INT-0076,agent-02,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-20 01:19:04,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.89,False,False
INT-0077,agent-03,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-20 13:36:24,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.96,False,False
INT-0078,agent-01,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-21 05:34:18,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.99,False,False
INT-0079,agent-02,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-20 13:37:26,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.95,False,False
INT-0080,agent-03,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-20 13:59:18,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.94,False,False
INT-0081,agent-01,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-21 02:44:12,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.97,False,False
INT-0082,agent-02,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-20 20:18:05,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.96,False,False
INT-0083,agent-03,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-20 22:58:35,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.97,False,False
INT-0084,agent-01,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-20 18:12:05,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,1.0,True,True
INT-0085,agent-02,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-21 07:08:18,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.91,False,False
INT-0086,agent-03,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-20 02:14:32,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.99,False,False
INT-0087,agent-01,List agents with more than 10 escalations this month.,support_db.agent_performance,Agents with more than 10 escalations this month: 7. Highest escalation count: 23. Department with most escalations: billing.,2026-06-20 21:11:02,v4,v4,7 agents exceeded 10 escalations this month.,INTERNAL,INTERNAL,True,0.9,False,False
INT-0088,agent-02,What is the total revenue for Q1?,sales_db.revenue_summary,"Q1 revenue totaled 4.2 million dollars across all regions. Northeast contributed 1.1M, Southwest 0.9M, and remaining regions 2.2M.",2026-06-20 09:57:39,v4,v4,Total Q1 revenue was $4.2M across all regions.,INTERNAL,INTERNAL,True,0.95,False,False
INT-0089,agent-03,List all active customers in the northeast region.,crm.customer_master,Active customer count in northeast region is 1847. Accounts flagged inactive in last 90 days: 203.,2026-06-20 11:37:35,v4,v4,"Found 1,847 active customers in the northeast.",INTERNAL,INTERNAL,True,0.88,False,False
INT-0090,agent-01,Summarize the top 5 product categories by margin.,product_db.category_margins,Top product category by margin is Electronics at 34 percent. Second is Apparel at 28 percent. Third is Home Goods at 22 percent.,2026-06-20 23:32:27,v4,v4,Top category is Electronics with 34% margin.,INTERNAL,INTERNAL,True,0.96,False,False
INT-0091,agent-02,How many support tickets were resolved last week?,support_db.ticket_log,Support tickets resolved in the last 7 days: 312. Open tickets: 87. Average resolution time: 4.2 hours.,2026-06-21 05:05:16,v4,v4,312 tickets were resolved last week.,INTERNAL,INTERNAL,True,0.89,False,False
INT-0092,agent-03,What is the average order value for premium accounts?,orders_db.account_summary,Premium account average order value is 890 dollars. Standard account average is 340 dollars. Total premium accounts: 4201.,2026-06-20 15:00:42,v4,v4,Average order value for premium accounts is $890.,INTERNAL,INTERNAL,True,0.91,True,True
INT-0093,agent-01,Show churn rate by segment for the last 90 days.,analytics.churn_metrics,Overall churn rate for last 90 days is 3.2 percent. Enterprise segment churn is 1.1 percent. SMB segment churn is 6.8 percent.,2026-06-20 09:29:17,v4,v4,Overall churn rate is 3.2% with enterprise segment at 1.1%.,INTERNAL,INTERNAL,True,0.9,False,False
INT-0094,agent-02,What percentage of leads converted in March?,crm.lead_funnel,Lead conversion rate for March was 18.4 percent. Total leads: 2340. Converted: 430. Average time to convert: 12 days.,2026-06-21 00:43:48,v4,v4,Lead conversion rate in March was 18.4%.,INTERNAL,INTERNAL,True,0.94,False,False
